Solo,Title,Text
,"Great, funky hostel","All the things you need and nice people to boot. Both the hosts and other guests were welcoming, plus the private bathrooms were clutch. It's a pretty cool old ballroom to hang out in as well. Thanks guys!"
,Good time without sacrifice in quality,"Stayed for three nights and had a blast! Definitely a great hostel for meeting people and having a good time. They have a huge common room and there is always people hanging out in there. Lots of great day trips, evening outings and other services like breakfast provided. Even…"
,Best Hostel in San Fran,"After backpacking around western America in 2011. I can honestly say this was the best hostel we stayed at. It's more expensive than hostels in other parts of the world (about £25 per night) but that is common in the USA and when your in, everything is free. Internet is FREE,…"
,Pricey but worth it!,"We had heard amazing things about Green Tortiose, and ended up paying a premium to experience it oursleves but it was worth it! We booked into a private double room for 7 nights, and were put up into the Green tortoises other buildng about a 1 minute walk away. It was great…"
,Surcharge Imposed for Credit Card Payment,This hostel does not state anywhere on their website that they would charge an extra $1 per person per night (around 3% of the cost) if guests choose to pay by credit card (Visa or Mastercard). We booked a room in this hostel with credit card. On the confirmation email it showed…
1,"Location perfect for North Beach, (Italian district) and Beat Generation!","Like a lot of people that booked to stay here, I was slightly dubious whether to stay here, due to it being situated within a red light district of San Francisco. Honestly, it is absolutely fine. Like most things when you're in a city, walk confidently and don't act like a…"
1,Fantastic place to make new friends,Staying in this hostel was like being back at University during freshers week - they encourage so much interaction that I couldn't help but meet so many people and get involved with everything! I thought it was fantastic for them to provide such a good environment for…
1,Urtle turtle,"Ive travelled shirtloads,(aussie surf/snow bum) the place is cool, ,in the thick of it all, close to it.  Free breaky is soo cool, , they are all helpfull, the stairs suck, but so what, storage(i stored snowboards), free wifi, close to  the OLDEST BAR IN SAN FRAN... THE…"
,5 stars for fun and community,"What an incredible experience.  I have never stayed at a hostel before and loved being here.  The staff were welcoming (although not 100% organized).   Value: Amazing! You have a bed, continental breakfast included, 3 vegetarian dinners a week (Mon, Wed & Fri), free wifi &…"
,"Clean, Friendly, Quiet Cheap",If you dont want to get ripped off this is the only place to stay besides checking Air bnb. The hotels in San Fran are way over priced. My wife and I stayed here for a weekend before she flew home. We stayed on the third floor in a private room. The place is easy to find and the…
,Fantastic Hostel,"Have stayed in a number of hostels, but this one was certainly one of the best. Great rooms, with good beds, decent storage, great travel advice and friendly staff. Hostel also has good rates on bike hire with local rentals, and can store bikes overnight if needed. Free…"
1,Party central!,"This place is the party central! Very large common area and the night I was there they did a free dinner, and the hall was full! The very same evening they had a beer olympics where guests/partiers can take place and join them for a fun and beer-filled evening of games at the…"
1,For a party!,"Have stayed at this hostel multiple times, always a great time! I actually met my german boyfriend there the last time i visited! ;D Tons of fun and free activities, the free meals three days a week are delcious, and the beds are super comfortable. The hostel is in a great area,…"
1,Don't Do Shared Bathroom!! Green Tortoise might be there!!,"I stayed here this year. Staff is pretty laid back, place needs more housekeeping details and the rooms are okay. Make sure to lock your stuff up in the day time, sticky fingers . They have video cameras recording in case someone steals. There are lots of social events if that…"
